time,open,close,high,low
2020-01-17 15:00:00,1.11009,1.11007,1.11029,1.10997
2020-01-17 15:05:00,1.11008,1.11002,1.11022,1.10987
2020-01-17 15:10:00,1.11002,1.11007,1.11030,1.10989
2020-01-17 15:15:00,1.11006,1.10998,1.11017,1.10992
2020-01-17 15:20:00,1.10998,1.10974,1.11000,1.10946
2020-01-17 15:25:00,1.10973,1.10955,1.10982,1.10948
2020-01-17 15:30:00,1.10956,1.10947,1.10973,1.10943
2020-01-17 15:35:00,1.10945,1.10916,1.10947,1.10884
2020-01-17 15:40:00,1.10914,1.10870,1.10920,1.10863
2020-01-17 15:45:00,1.10871,1.10927,1.10928,1.10870
2020-01-17 15:50:00,1.10926,1.10926,1.10942,1.10918
2020-01-17 15:55:00,1.10926,1.10940,1.10977,1.10926
2020-01-17 16:00:00,1.10941,1.10911,1.10956,1.10910
2020-01-17 16:05:00,1.10911,1.10915,1.10928,1.10892
2020-01-17 16:10:00,1.10915,1.10920,1.10923,1.10891
2020-01-17 16:15:00,1.10920,1.10944,1.10944,1.10902
2020-01-17 16:20:00,1.10944,1.10914,1.10944,1.10911
2020-01-17 16:25:00,1.10915,1.10933,1.10936,1.10903
2020-01-17 16:30:00,1.10931,1.10937,1.10941,1.10926
2020-01-17 16:35:00,1.10937,1.10946,1.10950,1.10932
2020-01-17 16:40:00,1.10945,1.10945,1.10957,1.10937
2020-01-17 16:45:00,1.10945,1.10949,1.10963,1.10938
2020-01-17 16:50:00,1.10951,1.10935,1.10953,1.10935
2020-01-17 16:55:00,1.10935,1.10920,1.10951,1.10919
2020-01-17 17:00:00,1.10918,1.10945,1.10948,1.10918
2020-01-17 17:05:00,1.10945,1.10935,1.10950,1.10931
2020-01-17 17:10:00,1.10935,1.10939,1.10951,1.10933
2020-01-17 17:15:00,1.10938,1.10941,1.10948,1.10934
2020-01-17 17:20:00,1.10940,1.10918,1.10942,1.10917
2020-01-17 17:25:00,1.10918,1.10901,1.10918,1.10898
2020-01-17 17:30:00,1.10902,1.10910,1.10914,1.10896
2020-01-17 17:35:00,1.10911,1.10921,1.10923,1.10906
2020-01-17 17:40:00,1.10922,1.10921,1.10930,1.10913
2020-01-17 17:45:00,1.10921,1.10909,1.10926,1.10909
2020-01-17 17:50:00,1.10909,1.10899,1.10916,1.10898
2020-01-17 17:55:00,1.10900,1.10913,1.10920,1.10881
2020-01-17 18:00:00,1.10912,1.10919,1.10920,1.10903
2020-01-17 18:05:00,1.10920,1.10925,1.10926,1.10918
2020-01-17 18:10:00,1.10925,1.10932,1.10933,1.10924
2020-01-17 18:15:00,1.10931,1.10925,1.10934,1.10912
2020-01-17 18:20:00,1.10925,1.10927,1.10930,1.10917
2020-01-17 18:25:00,1.10926,1.10925,1.10945,1.10924
