entry_time,exit_time,dir,entry,exit,sl,tp,points,pnl,reason,equity
2012-01-19 12:55:00-05:00,2012-01-19 13:00:00-05:00,-1,2441.77,2442.78,2442.78,2440.7599999999998,-1.5100000000002183,-4.260000000000437,SL,-4.260000000000437
2012-01-19 14:20:00-05:00,2012-01-19 14:30:00-05:00,-1,2442.97,2441.1199999999994,2444.82,2441.1199999999994,1.3500000000003638,1.4600000000007276,TP,-2.7999999999997094
2012-01-19 15:35:00-05:00,2012-01-20 09:30:00-05:00,-1,2440.82,2438.38,2443.26,2438.38,1.9400000000000546,2.640000000000109,TP,-0.15999999999960046
2012-01-20 10:35:00-05:00,2012-01-20 11:30:00-05:00,-1,2434.12,2430.79,2437.45,2430.79,2.8299999999999272,4.419999999999854,TP,4.260000000000254
2012-01-20 11:55:00-05:00,2012-01-20 12:00:00-05:00,-1,2431.86,2433.31,2433.31,2430.4100000000003,-1.949999999999818,-5.139999999999636,SL,-0.8799999999993826
2012-01-20 13:40:00-05:00,2012-01-20 13:50:00-05:00,1,2437.72,2434.93,2434.93,2440.5099999999998,-3.2899999999999636,-7.8199999999999275,SL,-8.69999999999931
2012-01-20 15:15:00-05:00,2012-01-20 15:45:00-05:00,-1,2432.57,2435.85,2435.85,2429.2900000000004,-3.7799999999997453,-8.799999999999491,SL,-17.4999999999988
2012-01-20 15:55:00-05:00,2012-01-23 09:35:00-05:00,1,2436.64,2441.2599999999998,2432.02,2441.2599999999998,4.119999999999891,6.9999999999997815,TP,-10.499999999999018
2012-01-23 10:15:00-05:00,2012-01-23 11:05:00-05:00,1,2454.49,2444.21,2444.21,2464.7699999999995,-10.779999999999745,-22.79999999999949,SL,-33.299999999998505
2012-01-23 11:35:00-05:00,2012-01-23 11:40:00-05:00,-1,2439.29,2436.46,2442.12,2436.46,2.3299999999999272,3.4199999999998543,TP,-29.879999999998653
2012-01-23 12:45:00-05:00,2012-01-23 12:55:00-05:00,-1,2430.67,2429.4900000000002,2431.85,2429.4900000000002,0.6799999999998363,0.11999999999967259,TP,-29.75999999999898
2012-01-23 13:50:00-05:00,2012-01-23 13:55:00-05:00,1,2435.31,2437.17,2433.45,2437.17,1.3600000000001273,1.4800000000002547,TP,-28.279999999998722
2012-01-23 14:20:00-05:00,2012-01-23 14:35:00-05:00,1,2436.94,2435.47,2435.47,2438.4100000000003,-1.9700000000002547,-5.1800000000005095,SL,-33.45999999999923
