entry_time,exit_time,dir,entry,exit,sl,tp,points,pnl,reason,equity
2012-01-19 12:25:00-05:00,2012-01-19 12:30:00-05:00,1,2444.01,2442.54,2442.54,2446.2150000000006,-1.9700000000002547,-5.1800000000005095,SL,-5.1800000000005095
2012-01-20 10:55:00-05:00,2012-01-20 11:00:00-05:00,1,2434.6,2432.53,2432.53,2437.7049999999995,-2.569999999999709,-6.379999999999418,SL,-11.559999999999928
2012-01-23 10:15:00-05:00,2012-01-23 11:40:00-05:00,1,2454.49,2434.6,2434.6,2484.325,-20.389999999999873,-42.01999999999975,SL,-53.57999999999967
2012-01-24 11:10:00-05:00,2012-01-24 13:25:00-05:00,1,2436.99,2430.25,2430.25,2447.0999999999995,-7.239999999999782,-15.719999999999564,SL,-69.29999999999923
2012-01-25 10:00:00-05:00,2012-01-25 10:00:00-05:00,1,2446.56,2443.82,2443.82,2450.6699999999996,-3.2399999999997817,-7.719999999999564,SL,-77.01999999999879
2012-01-26 09:40:00-05:00,2012-01-26 10:25:00-05:00,1,2471.73,2471.73,2471.73,2481.3900000000003,-0.5,-2.24,SL,-79.25999999999878
2012-01-27 09:45:00-05:00,2012-01-30 09:30:00-05:00,1,2459.16,2459.16,2459.16,2470.6049999999996,-0.5,-2.24,SL,-81.49999999999878
2012-01-31 10:15:00-05:00,2012-01-31 10:35:00-05:00,1,2470.8,2464.83,2464.83,2479.7550000000006,-6.470000000000255,-14.18000000000051,SL,-95.67999999999928
2012-02-01 09:50:00-05:00,2012-02-01 09:55:00-05:00,1,2479.21,2475.75,2475.75,2484.4,-3.9600000000000364,-9.160000000000073,SL,-104.83999999999935
2012-02-02 09:55:00-05:00,2012-02-02 10:00:00-05:00,1,2495.44,2499.04,2493.04,2499.04,3.099999999999909,4.959999999999818,TP,-99.87999999999953
2012-02-02 10:30:00-05:00,2012-02-02 10:50:00-05:00,1,2499.54,2502.795,2499.54,2502.795,2.755000000000109,4.270000000000218,TP,-95.6099999999993
2012-02-02 14:35:00-05:00,2012-02-03 09:30:00-05:00,1,2496.49,2502.115,2492.74,2502.115,5.125,9.01,TP,-86.5999999999993
2012-02-03 10:35:00-05:00,2012-02-06 09:30:00-05:00,1,2525.68,2525.68,2525.68,2533.4199999999996,-0.5,-2.24,SL,-88.83999999999929
2012-02-07 12:00:00-05:00,2012-02-07 12:30:00-05:00,1,2534.55,2534.55,2534.55,2538.8550000000005,-0.5,-2.24,SL,-91.07999999999929
2012-02-08 10:50:00-05:00,2012-02-08 11:00:00-05:00,1,2535.99,2532.45,2532.45,2541.2999999999997,-4.039999999999964,-9.319999999999927,SL,-100.39999999999921
2012-02-09 09:30:00-05:00,2012-02-09 09:30:00-05:00,1,2546.02,2551.8849999999998,2542.11,2551.8849999999998,5.364999999999782,9.489999999999563,TP,-90.90999999999964
2012-02-09 11:50:00-05:00,2012-02-09 12:05:00-05:00,1,2557.17,2562.8700000000003,2557.17,2562.8700000000003,5.200000000000273,9.160000000000545,TP,-81.74999999999909
2012-02-09 12:40:00-05:00,2012-02-09 12:55:00-05:00,1,2562.87,2562.87,2562.87,2565.825,-0.5,-2.24,SL,-83.98999999999909
2012-02-10 11:40:00-05:00,2012-02-10 13:30:00-05:00,1,2550.1,2546.94,2546.94,2554.8399999999997,-3.6599999999998545,-8.55999999999971,SL,-92.54999999999879
