entry_time,exit_time,dir,entry,exit,sl,tp,points,pnl,reason,r_mult,hour,dow,run,risk_pct,dist_module_pct,dist_level_pct,vol_pct,above_ma,equity
2012-01-24 10:39:00-05:00,2012-01-24 10:41:00-05:00,-1,2434.36,2435.98,2435.98,2429.5000000000005,-2.119999999999891,-5.479999999999782,SL,-1.309,10,1,6,0.0665,0.6585,0.4137,0.0389,0,-78.66000000000176
2012-01-24 10:52:00-05:00,2012-01-24 10:58:00-05:00,1,2438.09,2437.12,2437.12,2441.000000000001,-1.4700000000002547,-4.1800000000005095,SL,-1.515,10,1,3,0.0398,0.6042,0.7026,0.0368,1,-82.84000000000226
2012-01-24 11:06:00-05:00,2012-01-24 11:22:00-05:00,1,2435.37,2439.7799999999993,2433.9,2439.7799999999993,3.9099999999993997,6.579999999998799,TP,2.66,11,1,5,0.0604,0.4931,0.8151,0.0304,0,-76.26000000000346
2012-01-24 11:45:00-05:00,2012-01-24 12:06:00-05:00,-1,2435.88,2436.83,2436.83,2433.0300000000007,-1.449999999999818,-4.139999999999636,SL,-1.526,11,1,3,0.039,0.5957,0.4758,0.0231,1,-80.40000000000309
2012-01-24 12:23:00-05:00,2012-01-24 12:35:00-05:00,-1,2434.45,2435.79,2435.79,2430.4299999999994,-1.8400000000001455,-4.920000000000291,SL,-1.373,12,1,3,0.055,0.6548,0.4173,0.0174,0,-85.32000000000338
2012-01-24 13:05:00-05:00,2012-01-24 13:15:00-05:00,1,2434.15,2432.94,2432.94,2437.78,-1.7100000000000364,-4.660000000000073,SL,-1.413,13,1,6,0.0497,0.4433,0.8656,0.0178,1,-89.98000000000344
2012-01-24 13:25:00-05:00,2012-01-24 13:29:00-05:00,1,2431.11,2430.08,2430.08,2434.2000000000007,-1.5300000000002,-4.3000000000004,SL,-1.485,13,1,3,0.0424,0.3188,0.9917,0.0179,0,-94.28000000000384
2012-01-25 09:33:00-05:00,2012-01-25 15:00:00-05:00,1,2453.83,2460.61,2433.71,2514.1899999999996,6.2800000000002,11.3200000000004,EOD,0.312,9,2,5,0.8199,1.2417,0.5555,0.0247,1,-82.96000000000343
2012-01-26 09:34:00-05:00,2012-01-26 10:37:00-05:00,1,2471.49,2465.41,2465.41,2489.7299999999996,-6.579999999999927,-14.399999999999855,SL,-1.082,9,3,5,0.246,1.9474,0.0372,0.034,1,-97.36000000000328
2012-01-26 10:45:00-05:00,2012-01-26 10:48:00-05:00,1,2464.06,2462.28,2462.28,2469.399999999999,-2.2799999999997453,-5.799999999999491,SL,-1.281,10,3,5,0.0722,1.6517,0.2642,0.0418,1,-103.16000000000277
2012-01-26 11:01:00-05:00,2012-01-26 12:15:00-05:00,1,2460.16,2458.02,2458.02,2466.5799999999995,-2.6399999999998727,-6.5199999999997456,SL,-1.234,11,3,5,0.087,1.4958,0.4231,0.0407,1,-109.68000000000251
2012-01-26 12:28:00-05:00,2012-01-26 12:31:00-05:00,-1,2457.31,2458.38,2458.38,2454.0999999999995,-1.5700000000001637,-4.380000000000328,SL,-1.467,12,3,3,0.0435,0.8953,0.6812,0.0265,0,-114.06000000000283
2012-01-26 13:11:00-05:00,2012-01-26 13:18:00-05:00,1,2462.46,2461.34,2461.34,2465.8199999999997,-1.6199999999998909,-4.479999999999782,SL,-1.446,13,3,3,0.0455,1.5878,0.3293,0.0218,1,-118.5400000000026
2012-01-27 10:05:00-05:00,2012-01-27 10:07:00-05:00,1,2455.38,2453.79,2453.79,2460.1500000000005,-2.0900000000001455,-5.420000000000291,SL,-1.314,10,4,7,0.0648,1.3041,0.9746,0.0519,0,-123.96000000000289
2012-01-27 10:11:00-05:00,2012-01-27 10:15:00-05:00,-1,2454.06,2455.26,2455.26,2450.459999999999,-1.7000000000002728,-4.640000000000546,SL,-1.417,10,4,3,0.0489,1.0289,0.3745,0.0522,0,-128.60000000000343
2012-01-27 10:51:00-05:00,2012-01-27 10:52:00-05:00,-1,2455.04,2456.57,2456.57,2450.4499999999994,-2.0300000000002,-5.3000000000004,SL,-1.327,10,4,4,0.0623,0.9886,0.4142,0.0457,0,-133.90000000000384
2012-01-27 11:19:00-05:00,2012-01-27 11:21:00-05:00,-1,2460.15,2461.12,2461.12,2457.2400000000007,-1.4699999999998,-4.1799999999996,SL,-1.515,11,4,5,0.0394,0.7788,0.6211,0.0372,1,-138.08000000000345
2012-01-27 11:45:00-05:00,2012-01-27 12:14:00-05:00,1,2455.85,2453.54,2453.54,2462.7799999999997,-2.8099999999999454,-6.859999999999891,SL,-1.216,11,4,5,0.0941,1.323,0.9553,0.0303,0,-144.94000000000335
2012-01-27 12:32:00-05:00,2012-01-27 12:58:00-05:00,1,2456.45,2455.3,2455.3,2459.8999999999987,-1.6499999999996362,-4.539999999999273,SL,-1.435,12,4,3,0.0468,1.3471,0.9306,0.0261,0,-149.48000000000263
2012-01-27 13:05:00-05:00,2012-01-27 13:08:00-05:00,-1,2456.22,2457.12,2457.12,2453.5199999999995,-1.400000000000091,-4.040000000000182,SL,-1.556,13,4,4,0.0366,0.9401,0.4621,0.0237,0,-153.52000000000282
2012-01-27 13:21:00-05:00,2012-01-27 13:24:00-05:00,1,2458.41,2457.02,2457.02,2462.5799999999995,-1.8899999999998727,-5.0199999999997456,SL,-1.36,13,4,3,0.0565,1.4257,0.8501,0.0211,1,-158.54000000000258
2012-01-30 09:39:00-05:00,2012-01-30 10:10:00-05:00,1,2440.81,2436.42,2436.42,2453.9799999999996,-4.889999999999873,-11.019999999999746,SL,-1.114,9,0,3,0.1799,0.7149,1.0919,0.0297,0,-169.56000000000233
2012-01-30 10:25:00-05:00,2012-01-30 10:35:00-05:00,-1,2439.62,2440.97,2440.97,2435.57,-1.849999999999909,-4.939999999999818,SL,-1.37,10,0,6,0.0553,1.6269,0.4185,0.0505,0,-174.50000000000216
2012-01-30 11:24:00-05:00,2012-01-30 11:26:00-05:00,-1,2457.22,2458.39,2458.39,2453.7099999999996,-1.6700000000000728,-4.580000000000146,SL,-1.427,11,0,3,0.0476,0.899,0.3007,0.0415,1,-179.08000000000231
2012-01-30 11:31:00-05:00,2012-01-30 11:57:00-05:00,1,2458.07,2456.89,2456.89,2461.610000000001,-1.680000000000291,-4.600000000000582,SL,-1.424,11,0,3,0.048,1.4121,0.382,0.039,1,-183.6800000000029
2012-01-30 12:18:00-05:00,2012-01-30 12:45:00-05:00,-1,2460.01,2456.680000000001,2461.12,2456.680000000001,2.8299999999990177,4.419999999998035,TP,2.55,12,0,4,0.0451,0.7845,0.4138,0.0263,1,-179.26000000000488
2012-01-30 12:48:00-05:00,2012-01-30 13:10:00-05:00,1,2456.41,2455.47,2455.47,2459.23,-1.4400000000000546,-4.120000000000109,SL,-1.532,12,0,3,0.0383,1.3455,0.4498,0.0214,1,-183.380000000005
