entry_time,exit_time,dir,entry,exit,sl,tp,points,pnl,reason,r_mult,hour,dow,run,risk_pct,dist_module_pct,dist_level_pct,vol_pct,above_ma,equity
2014-03-07 11:06:00-05:00,2014-03-07 11:15:00-05:00,1,3692.051,3688.273,3688.273,3703.3849999999993,-4.277999999999793,-9.795999999999585,SL,-1.132,11,4,4,0.1023,34.3628,1.2208,0.0545,0,-5313.733145999698
2014-03-07 12:26:00-05:00,2014-03-07 12:29:00-05:00,-1,3700.062,3701.644,3701.644,3695.3160000000003,-2.08199999999988,-5.40399999999976,SL,-1.316,12,4,3,0.0428,1.0755,0.2363,0.0339,0,-5319.137145999697
2014-03-07 13:26:00-05:00,2014-03-07 13:37:00-05:00,1,3693.275,3690.979,3690.979,3700.163000000001,-2.7960000000002765,-6.832000000000553,SL,-1.218,13,4,3,0.0622,34.3845,1.1872,0.0357,0,-5325.9691459996975
2014-03-10 09:50:00-04:00,2014-03-10 10:11:00-04:00,-1,3706.882,3697.501,3710.009,3697.501,8.880999999999858,16.521999999999718,TP,2.84,9,0,7,0.0844,0.8895,0.3201,0.0443,1,-5309.447145999698
2014-03-10 10:21:00-04:00,2014-03-10 10:24:00-04:00,1,3698.022,3694.288,3694.288,3709.2239999999997,-4.233999999999924,-9.707999999999847,SL,-1.134,10,0,3,0.101,34.4688,0.1562,0.0654,0,-5319.155145999697
2014-03-10 11:43:00-04:00,2014-03-10 11:49:00-04:00,1,3700.406,3698.767,3698.767,3705.3230000000003,-2.1390000000001237,-5.518000000000248,SL,-1.305,11,0,7,0.0443,34.511,0.0916,0.0423,0,-5324.673145999697
2014-03-10 12:14:00-04:00,2014-03-10 12:41:00-04:00,1,3697.112,3695.153,3695.153,3702.989000000001,-2.4590000000002874,-6.158000000000575,SL,-1.255,12,0,4,0.053,34.4526,0.1808,0.0327,0,-5330.831145999698
2014-03-10 12:52:00-04:00,2014-03-10 12:58:00-04:00,-1,3697.838,3700.059,3700.059,3691.175,-2.7210000000000036,-6.6820000000000075,SL,-1.225,12,0,6,0.0601,1.1363,0.0763,0.0288,0,-5337.513145999697
2014-03-10 13:06:00-04:00,2014-03-10 13:11:00-04:00,-1,3701.897,3703.606,3703.606,3696.769999999999,-2.2090000000002874,-5.658000000000575,SL,-1.293,13,0,4,0.0462,1.0254,0.1859,0.0298,1,-5343.171145999698
2014-03-11 09:35:00-04:00,2014-03-11 09:45:00-04:00,-1,3713.537,3705.262999999999,3716.295,3705.262999999999,7.774000000000797,14.308000000001593,TP,2.819,9,1,3,0.0743,0.7087,0.8084,0.0252,1,-5328.863145999696
2014-03-11 10:11:00-04:00,2014-03-11 10:14:00-04:00,-1,3708.844,3711.172,3711.172,3701.86,-2.8279999999999745,-6.895999999999949,SL,-1.215,10,1,5,0.0628,0.8361,0.6829,0.0622,1,-5335.759145999696
2014-03-11 12:01:00-04:00,2014-03-11 12:06:00-04:00,-1,3711.291,3715.807,3715.807,3697.7430000000013,-5.015999999999622,-11.271999999999244,SL,-1.111,12,1,4,0.1217,0.7697,0.7484,0.051,1,-5347.031145999695
2014-03-11 12:16:00-04:00,2014-03-11 12:48:00-04:00,-1,3707.282,3709.732,3709.732,3699.9320000000007,-2.949999999999818,-7.139999999999636,SL,-1.204,12,1,3,0.0661,0.8786,0.6411,0.0576,0,-5354.171145999694
2014-03-11 13:08:00-04:00,2014-03-11 13:27:00-04:00,1,3703.46,3698.844,3698.844,3717.308,-5.1159999999999854,-11.471999999999971,SL,-1.108,13,1,4,0.1246,34.565,0.2206,0.0539,0,-5365.643145999694
2014-03-12 09:35:00-04:00,2014-03-12 09:41:00-04:00,1,3677.618,3672.034,3672.034,3694.3699999999994,-6.083999999999833,-13.407999999999666,SL,-1.09,9,2,4,0.1518,34.1052,1.3071,0.0367,0,-5379.051145999693
2014-03-12 09:58:00-04:00,2014-03-12 09:59:00-04:00,-1,3668.975,3671.274,3671.274,3662.078,-2.798999999999978,-6.837999999999957,SL,-1.217,9,2,7,0.0627,1.9319,0.3161,0.0581,0,-5385.889145999693
2014-03-12 10:16:00-04:00,2014-03-12 10:32:00-04:00,1,3679.407,3688.143000000001,3676.495,3688.143000000001,8.236000000000786,15.232000000001571,TP,2.828,10,2,3,0.0791,34.1372,1.2578,0.07,0,-5370.657145999691
2014-03-12 11:12:00-04:00,2014-03-12 11:16:00-04:00,-1,3696.902,3699.708,3699.708,3688.484,-3.30600000000004,-7.85200000000008,SL,-1.178,11,2,9,0.0759,1.1619,0.4417,0.0637,1,-5378.509145999691
2014-03-12 11:30:00-04:00,2014-03-12 11:36:00-04:00,1,3705.254,3703.265,3703.265,3711.221,-2.4890000000000327,-6.218000000000066,SL,-1.251,11,2,4,0.0537,34.5967,0.5515,0.0575,1,-5384.727145999691
2014-03-12 11:56:00-04:00,2014-03-12 12:59:00-04:00,-1,3699.399,3703.024,3703.024,3688.524,-4.125,-9.49,SL,-1.138,11,2,6,0.098,1.0936,0.5089,0.0427,1,-5394.217145999691
2014-03-13 09:37:00-04:00,2014-03-13 10:38:00-04:00,-1,3716.363,3702.958999999999,3720.831,3702.958999999999,12.904000000000906,24.568000000001813,TP,2.888,9,3,4,0.1202,0.6321,1.4764,0.0345,1,-5369.649145999689
2014-03-13 10:44:00-04:00,2014-03-13 11:28:00-04:00,-1,3699.056,3690.3650000000002,3701.953,3690.3650000000002,8.190999999999804,15.141999999999607,TP,2.827,10,3,3,0.0783,1.103,1.0154,0.0732,0,-5354.507145999689
2014-03-13 12:21:00-04:00,2014-03-13 12:27:00-04:00,-1,3679.326,3673.9710000000005,3681.111,3673.9710000000005,4.854999999999563,8.469999999999127,TP,2.72,12,3,3,0.0485,1.6451,0.4846,0.0509,0,-5346.0371459996895
2014-03-13 12:40:00-04:00,2014-03-13 12:52:00-04:00,1,3668.986,3665.115,3665.115,3680.599,-4.371000000000095,-9.98200000000019,SL,-1.129,12,3,6,0.1055,33.9501,1.4191,0.0528,0,-5356.0191459996895
2014-03-13 13:23:00-04:00,2014-03-13 13:24:00-04:00,1,3657.872,3655.005,3655.005,3666.472999999999,-3.3669999999997344,-7.973999999999469,SL,-1.174,13,3,4,0.0784,33.7495,1.7273,0.0688,0,-5363.993145999689
2014-03-14 09:56:00-04:00,2014-03-14 09:58:00-04:00,1,3643.996,3639.263,3639.263,3658.1950000000006,-5.233000000000175,-11.70600000000035,SL,-1.106,9,4,5,0.1299,33.4972,2.1196,0.0675,0,-5375.699145999689
2014-03-14 10:24:00-04:00,2014-03-14 10:33:00-04:00,1,3649.044,3645.782,3645.782,3658.829999999999,-3.7619999999997162,-8.763999999999433,SL,-1.153,10,4,5,0.0894,33.5892,1.9783,0.0966,0,-5384.463145999688
2014-03-14 10:42:00-04:00,2014-03-14 10:54:00-04:00,-1,3644.915,3637.7660000000005,3647.298,3637.7660000000005,6.6489999999994325,12.057999999998865,TP,2.79,10,4,3,0.0654,2.6047,0.161,0.0912,0,-5372.405145999689
2014-03-14 11:13:00-04:00,2014-03-14 11:23:00-04:00,1,3629.971,3627.277,3627.277,3638.053,-3.19399999999996,-7.62799999999992,SL,-1.186,11,4,3,0.0742,33.2402,2.5142,0.0831,0,-5380.033145999689
2014-03-14 12:12:00-04:00,2014-03-14 12:22:00-04:00,-1,3647.045,3651.094,3651.094,3634.898,-4.548999999999978,-10.337999999999957,SL,-1.123,12,4,3,0.111,2.5448,0.2194,0.0743,0,-5390.371145999688
2014-03-14 12:30:00-04:00,2014-03-14 12:33:00-04:00,1,3646.019,3643.861,3643.861,3652.4929999999995,-2.6579999999999018,-6.555999999999804,SL,-1.232,12,4,3,0.0592,33.5341,2.0629,0.0735,0,-5396.927145999688
2014-03-14 12:48:00-04:00,2014-03-14 12:50:00-04:00,1,3646.929,3644.346,3644.346,3654.6780000000003,-3.0830000000000837,-7.406000000000168,SL,-1.194,12,4,4,0.0708,33.5507,2.0375,0.07,0,-5404.333145999688
2014-03-17 09:46:00-04:00,2014-03-17 09:55:00-04:00,-1,3666.823,3670.787,3670.787,3654.931,-4.463999999999942,-10.167999999999884,SL,-1.126,9,0,5,0.1081,1.9917,1.301,0.0445,1,-5414.501145999688
2014-03-17 10:26:00-04:00,2014-03-17 10:47:00-04:00,-1,3669.469,3658.4830000000006,3673.131,3658.4830000000006,10.485999999999422,19.731999999998845,TP,2.863,10,0,7,0.0998,1.9182,1.3722,0.0646,1,-5394.769145999689
2014-03-17 11:22:00-04:00,2014-03-17 11:23:00-04:00,1,3666.967,3664.356,3664.356,3674.7999999999997,-3.1109999999998763,-7.461999999999753,SL,-1.191,11,0,3,0.0712,33.9138,1.0434,0.0585,1,-5402.231145999688
2014-03-17 11:29:00-04:00,2014-03-17 11:36:00-04:00,1,3660.034,3657.58,3657.58,3667.3960000000006,-2.9540000000001783,-7.148000000000357,SL,-1.204,11,0,5,0.067,33.7886,0.856,0.0596,1,-5409.379145999688
2014-03-17 11:45:00-04:00,2014-03-17 11:47:00-04:00,-1,3658.977,3661.645,3661.645,3650.9729999999995,-3.16800000000012,-7.57600000000024,SL,-1.187,11,0,3,0.0729,2.2104,1.0893,0.0557,1,-5416.955145999688
2014-03-17 11:54:00-04:00,2014-03-17 12:30:00-04:00,1,3664.835,3674.9360000000006,3661.468,3674.9360000000006,9.601000000000568,17.962000000001137,TP,2.851,11,0,3,0.0919,33.8753,0.9859,0.0503,1,-5398.993145999687
2014-03-17 12:42:00-04:00,2014-03-17 13:03:00-04:00,-1,3671.524,3673.431,3673.431,3665.8029999999994,-2.407000000000153,-6.054000000000306,SL,-1.262,12,0,4,0.0519,1.8611,1.4274,0.0408,1,-5405.047145999687
2014-03-17 13:28:00-04:00,2014-03-17 13:36:00-04:00,-1,3668.856,3670.628,3670.628,3663.5400000000004,-2.2719999999999345,-5.783999999999869,SL,-1.282,13,0,3,0.0483,1.9352,1.3557,0.0372,1,-5410.831145999687
2014-03-18 09:34:00-04:00,2014-03-18 09:35:00-04:00,-1,3664.816,3670.904,3670.904,3646.551999999999,-6.588000000000193,-14.416000000000386,SL,-1.082,9,1,8,0.1661,2.0476,1.1706,0.0367,1,-5425.247145999687
2014-03-18 10:56:00-04:00,2014-03-18 10:59:00-04:00,1,3691.419,3689.196,3689.196,3698.0879999999997,-2.7229999999999563,-6.685999999999913,SL,-1.225,10,1,3,0.0602,34.3515,0.348,0.0494,1,-5431.9331459996865
2014-03-18 11:26:00-04:00,2014-03-18 12:01:00-04:00,-1,3696.479,3698.439,3698.439,3690.5989999999997,-2.4600000000000364,-6.160000000000073,SL,-1.255,11,1,4,0.053,1.1734,2.0172,0.049,1,-5438.093145999686
2014-03-18 12:31:00-04:00,2014-03-18 12:43:00-04:00,1,3696.906,3694.361,3694.361,3704.541,-3.0450000000000728,-7.330000000000146,SL,-1.196,12,1,3,0.0688,34.449,0.4959,0.0417,1,-5445.423145999686
2014-03-18 12:52:00-04:00,2014-03-18 13:12:00-04:00,1,3696.854,3694.329,3694.329,3704.4289999999987,-3.024999999999636,-7.289999999999273,SL,-1.198,12,1,4,0.0683,34.448,0.4945,0.0367,1,-5452.713145999685
2014-03-19 09:48:00-04:00,2014-03-19 10:40:00-04:00,1,3700.52,3694.917,3694.917,3717.329,-6.1030000000000655,-13.446000000000131,SL,-1.089,9,2,4,0.1514,34.513,0.1968,0.0382,0,-5466.159145999685
2014-03-19 12:34:00-04:00,2014-03-19 12:58:00-04:00,-1,3701.802,3704.37,3704.37,3694.098000000001,-3.0679999999997563,-7.375999999999513,SL,-1.195,12,2,4,0.0694,1.028,1.528,0.0493,0,-5473.535145999685
2014-03-19 13:12:00-04:00,2014-03-19 14:00:00-04:00,1,3705.249,3702.95,3702.95,3712.1459999999997,-2.798999999999978,-6.837999999999957,SL,-1.217,13,2,3,0.062,34.5966,0.0689,0.0526,1,-5480.373145999684
2014-03-20 09:34:00-04:00,2014-03-20 10:07:00-04:00,-1,3677.513,3682.931,3682.931,3661.2589999999996,-5.91800000000012,-13.07600000000024,SL,-1.092,9,3,4,0.1473,1.6952,0.5138,0.0342,1,-5493.449145999684
2014-03-20 10:17:00-04:00,2014-03-20 10:32:00-04:00,-1,3692.13,3695.232,3695.232,3682.8240000000005,-3.6019999999998618,-8.443999999999724,SL,-1.161,10,3,4,0.084,1.2926,0.9077,0.0921,1,-5501.893145999684
2014-03-20 11:08:00-04:00,2014-03-20 11:21:00-04:00,1,3686.089,3683.308,3683.308,3694.432,-3.280999999999949,-7.801999999999898,SL,-1.18,11,3,3,0.0754,34.2566,0.6799,0.0718,1,-5509.6951459996835
2014-03-20 11:35:00-04:00,2014-03-20 11:57:00-04:00,-1,3686.29,3689.822,3689.822,3675.6939999999995,-4.032000000000153,-9.304000000000306,SL,-1.142,11,3,4,0.0958,1.4531,0.7507,0.0577,1,-5518.999145999684
2014-03-20 12:58:00-04:00,2014-03-20 12:59:00-04:00,-1,3698.786,3699.92,3699.92,3695.384,-1.6340000000000146,-4.508000000000029,SL,-1.441,12,3,4,0.0307,1.1103,1.086,0.0342,1,-5523.507145999683
2014-03-20 13:15:00-04:00,2014-03-20 13:18:00-04:00,1,3700.783,3699.098,3699.098,3705.8379999999997,-2.1849999999999454,-5.609999999999891,SL,-1.297,13,3,3,0.0455,34.5176,0.2801,0.0304,1,-5529.117145999683
2014-03-21 10:11:00-04:00,2014-03-21 10:20:00-04:00,1,3674.354,3668.836,3668.836,3690.908,-6.018000000000029,-13.276000000000058,SL,-1.091,10,4,5,0.1502,34.0466,0.7863,0.0865,0,-5542.393145999683
2014-03-21 10:32:00-04:00,2014-03-21 11:33:00-04:00,1,3669.574,3686.9860000000003,3663.77,3686.9860000000003,16.912000000000262,32.58400000000052,TP,2.914,10,4,3,0.1582,33.9607,0.9176,0.1128,0,-5509.809145999682
2014-03-21 12:11:00-04:00,2014-03-21 12:14:00-04:00,-1,3681.749,3684.889,3684.889,3672.328999999999,-3.6400000000003274,-8.520000000000655,SL,-1.159,12,4,3,0.0853,1.5782,0.4986,0.0635,0,-5518.329145999683
2014-03-21 12:19:00-04:00,2014-03-21 12:23:00-04:00,1,3687.456,3684.319,3684.319,3696.8670000000006,-3.637000000000171,-8.514000000000342,SL,-1.159,12,4,3,0.0851,34.281,0.4282,0.061,0,-5526.843145999683
2014-03-21 12:43:00-04:00,2014-03-21 12:50:00-04:00,1,3682.767,3678.953,3678.953,3694.2089999999994,-4.313999999999851,-9.867999999999702,SL,-1.131,12,4,3,0.1036,34.1973,0.556,0.0608,0,-5536.711145999682
2014-03-21 13:02:00-04:00,2014-03-21 13:09:00-04:00,1,3677.932,3675.361,3675.361,3685.6449999999995,-3.0709999999999127,-7.381999999999826,SL,-1.194,13,4,7,0.0699,34.1108,0.6882,0.0578,0,-5544.093145999682
2014-03-21 13:18:00-04:00,2014-03-21 13:22:00-04:00,1,3672.198,3667.752,3667.752,3685.5359999999996,-4.945999999999913,-11.131999999999826,SL,-1.112,13,4,3,0.1211,34.0079,0.8455,0.0613,0,-5555.225145999681
2014-03-24 09:30:00-04:00,2014-03-24 09:32:00-04:00,-1,3660.099,3662.909,3662.909,3651.6690000000003,-3.3099999999999454,-7.859999999999891,SL,-1.178,9,0,3,0.0768,2.1791,0.4752,0.0195,1,-5563.085145999681
2014-03-24 10:57:00-04:00,2014-03-24 11:00:00-04:00,1,3603.043,3597.003,3597.003,3621.163,-6.539999999999964,-14.319999999999927,SL,-1.083,10,0,3,0.1676,32.7413,1.4083,0.1123,0,-5577.405145999681
2014-03-24 12:16:00-04:00,2014-03-24 12:29:00-04:00,1,3599.013,3594.816,3594.816,3611.6040000000003,-4.697000000000116,-10.634000000000233,SL,-1.119,12,0,3,0.1166,32.666,1.5219,0.0849,0,-5588.039145999681
2014-03-24 13:08:00-04:00,2014-03-24 13:14:00-04:00,1,3598.928,3602.297,3597.805,3602.297,2.869000000000142,4.4980000000002835,TP,2.555,13,0,3,0.0312,32.6644,1.5243,0.0631,0,-5583.54114599968
2014-03-25 10:57:00-04:00,2014-03-25 11:22:00-04:00,1,3617.458,3629.4190000000003,3613.471,3629.4190000000003,11.46100000000024,21.682000000000482,TP,2.875,10,1,11,0.1102,33.0093,1.324,0.0853,0,-5561.85914599968
2014-03-25 11:43:00-04:00,2014-03-25 11:57:00-04:00,-1,3615.691,3600.9249999999997,3620.613,3600.9249999999997,14.266000000000076,27.292000000000154,TP,2.898,11,1,3,0.1361,3.434,0.8998,0.0714,0,-5534.567145999679
2014-03-25 12:11:00-04:00,2014-03-25 12:34:00-04:00,-1,3608.525,3611.643,3611.643,3599.1710000000003,-3.617999999999938,-8.475999999999877,SL,-1.16,12,1,4,0.0864,3.6394,0.703,0.0731,0,-5543.043145999679
2014-03-25 12:46:00-04:00,2014-03-25 13:24:00-04:00,1,3618.695,3631.295000000001,3614.495,3631.295000000001,12.100000000000819,22.96000000000164,TP,2.881,12,1,3,0.1161,33.0322,1.2893,0.0702,0,-5520.083145999677
2014-03-26 09:33:00-04:00,2014-03-26 11:45:00-04:00,-1,3647.379,3622.917,3655.533,3622.917,23.96199999999999,46.683999999999976,TP,2.939,9,2,3,0.2236,2.5354,1.3212,0.028,1,-5473.399145999677
2014-03-26 11:54:00-04:00,2014-03-26 12:35:00-04:00,-1,3625.441,3629.727,3629.727,3612.5829999999996,-4.786000000000058,-10.812000000000117,SL,-1.117,11,2,5,0.1182,3.1559,0.724,0.0713,0,-5484.211145999677
2014-03-27 09:34:00-04:00,2014-03-27 09:41:00-04:00,-1,3569.505,3545.5470000000005,3577.491,3545.5470000000005,23.45799999999963,45.675999999999256,TP,2.937,9,3,3,0.2237,4.7724,0.269,0.0538,0,-5438.535145999677
2014-03-27 09:56:00-04:00,2014-03-27 09:59:00-04:00,-1,3558.967,3566.556,3566.556,3536.2000000000003,-8.088999999999942,-17.417999999999882,SL,-1.066,9,3,5,0.2132,5.0826,0.5659,0.0894,0,-5455.953145999677
2014-03-27 10:02:00-04:00,2014-03-27 11:32:00-04:00,1,3569.358,3558.72,3558.72,3601.2720000000013,-11.138000000000375,-23.516000000000748,SL,-1.047,10,3,3,0.298,32.1066,2.4073,0.0981,0,-5479.4691459996775
2014-03-27 12:10:00-04:00,2014-03-27 12:16:00-04:00,1,3551.534,3560.6420000000003,3548.498,3560.6420000000003,8.608000000000175,15.976000000000349,TP,2.835,12,3,3,0.0855,31.7658,2.9212,0.0841,0,-5463.493145999677
2014-03-27 12:21:00-04:00,2014-03-27 12:44:00-04:00,1,3565.42,3560.407,3560.407,3580.459,-5.51299999999992,-12.26599999999984,SL,-1.1,12,3,3,0.1406,32.0316,2.5204,0.0832,0,-5475.759145999677
2014-03-27 12:49:00-04:00,2014-03-27 13:03:00-04:00,-1,3564.544,3569.623,3569.623,3549.3069999999993,-5.579000000000178,-12.398000000000357,SL,-1.098,12,3,4,0.1425,4.9182,0.4086,0.0795,0,-5488.157145999677
2014-03-27 13:12:00-04:00,2014-03-27 13:14:00-04:00,1,3574.118,3570.75,3570.75,3584.2219999999998,-3.867999999999938,-8.975999999999877,SL,-1.148,13,3,3,0.0942,32.197,2.2709,0.0704,0,-5497.133145999676
2014-03-27 13:25:00-04:00,2014-03-27 13:38:00-04:00,-1,3570.823,3561.228999999999,3574.021,3561.228999999999,9.09400000000096,16.948000000001922,TP,2.844,13,3,4,0.0896,4.7337,0.232,0.0688,0,-5480.185145999674
2014-03-28 09:55:00-04:00,2014-03-28 09:59:00-04:00,1,3599.335,3593.473,3593.473,3616.9210000000003,-6.36200000000008,-13.96400000000016,SL,-1.085,9,4,4,0.1629,32.672,0.1708,0.0583,1,-5494.149145999674
2014-03-28 10:14:00-04:00,2014-03-28 10:52:00-04:00,-1,3599.921,3604.397,3604.397,3586.4929999999995,-4.976000000000113,-11.192000000000226,SL,-1.112,10,4,6,0.1243,3.8871,1.5753,0.0777,1,-5505.341145999674
2014-03-28 10:59:00-04:00,2014-03-28 11:06:00-04:00,1,3605.775,3603.893,3603.893,3611.4210000000003,-2.382000000000062,-6.004000000000124,SL,-1.266,10,4,4,0.0522,32.7923,0.3491,0.0656,1,-5511.345145999674
2014-03-28 11:29:00-04:00,2014-03-28 12:28:00-04:00,-1,3600.218,3592.9639999999995,3602.636,3592.9639999999995,6.75400000000036,12.26800000000072,TP,2.793,11,4,4,0.0672,3.8786,1.5834,0.0487,1,-5499.077145999673
2014-03-28 12:47:00-04:00,2014-03-28 12:50:00-04:00,1,3594.537,3592.888,3592.888,3599.4839999999995,-2.1489999999998872,-5.537999999999775,SL,-1.303,12,4,4,0.0459,32.5821,0.0376,0.0464,1,-5504.615145999673
2014-03-28 13:13:00-04:00,2014-03-28 13:16:00-04:00,1,3587.704,3583.487,3583.487,3600.3550000000005,-4.717000000000098,-10.674000000000197,SL,-1.119,13,4,5,0.1175,32.4537,0.1528,0.0465,1,-5515.289145999673
2014-03-28 13:26:00-04:00,2014-03-28 13:35:00-04:00,-1,3586.274,3588.405,3588.405,3579.880999999999,-2.631000000000313,-6.502000000000626,SL,-1.235,13,4,3,0.0594,4.2825,1.2007,0.0487,1,-5521.791145999673
2014-03-31 09:30:00-04:00,2014-03-31 09:46:00-04:00,1,3603.927,3593.548,3593.548,3635.064000000001,-10.87900000000036,-22.99800000000072,SL,-1.048,9,0,3,0.288,32.7578,0.4128,0.0289,1,-5544.789145999674
2014-03-31 09:53:00-04:00,2014-03-31 09:56:00-04:00,-1,3601.504,3608.766,3608.766,3579.7179999999994,-7.762000000000171,-16.76400000000034,SL,-1.069,9,0,3,0.2016,3.8415,0.8387,0.0603,1,-5561.553145999674
2014-03-31 10:22:00-04:00,2014-03-31 11:02:00-04:00,1,3608.779,3604.315,3604.315,3622.171,-4.963999999999942,-11.167999999999884,SL,-1.112,10,0,4,0.1237,32.8482,0.5467,0.0899,1,-5572.721145999673
