entry_time,exit_time,dir,entry,exit,sl,tp,points,pnl,reason,equity
2012-01-19 11:54:00-05:00,2012-01-19 11:56:00-05:00,1,2444.63,2443.85,2443.85,2446.9700000000007,-1.2800000000002,-3.8000000000004004,SL,-3.8000000000004004
2012-01-20 09:35:00-05:00,2012-01-20 15:00:00-05:00,-1,2432.75,2432.82,2441.99,2405.0300000000007,-0.5700000000001637,-2.3800000000003276,EOD,-6.180000000000728
2012-01-23 09:30:00-05:00,2012-01-23 09:32:00-05:00,1,2438.5,2436.77,2436.77,2443.69,-2.230000000000018,-5.700000000000037,SL,-11.880000000000765
2012-01-24 10:19:00-05:00,2012-01-24 10:22:00-05:00,1,2432.19,2430.75,2430.75,2436.51,-1.9400000000000546,-5.120000000000109,SL,-17.000000000000874
2012-01-25 10:07:00-05:00,2012-01-25 10:08:00-05:00,1,2445.7,2444.41,2444.41,2449.5699999999997,-1.7899999999999636,-4.8199999999999275,SL,-21.820000000000803
2012-01-26 09:34:00-05:00,2012-01-26 10:37:00-05:00,1,2471.49,2465.41,2465.41,2489.7299999999996,-6.579999999999927,-14.399999999999855,SL,-36.22000000000066
2012-01-27 10:05:00-05:00,2012-01-27 10:07:00-05:00,1,2455.38,2453.79,2453.79,2460.1500000000005,-2.0900000000001455,-5.420000000000291,SL,-41.64000000000095
2012-01-30 09:39:00-05:00,2012-01-30 10:10:00-05:00,1,2440.81,2436.42,2436.42,2453.9799999999996,-4.889999999999873,-11.019999999999746,SL,-52.6600000000007
2012-01-31 10:32:00-05:00,2012-01-31 10:36:00-05:00,1,2471.57,2470.38,2470.38,2475.1400000000003,-1.6900000000000546,-4.620000000000109,SL,-57.28000000000081
2012-02-01 09:30:00-05:00,2012-02-01 15:00:00-05:00,1,2483.98,2493.17,2467.63,2533.0299999999997,8.690000000000055,16.14000000000011,EOD,-41.1400000000007
2012-02-02 10:08:00-05:00,2012-02-02 11:37:00-05:00,1,2499.67,2496.6,2496.6,2508.8800000000006,-3.5700000000001637,-8.380000000000328,SL,-49.520000000001026
2012-02-03 10:15:00-05:00,2012-02-03 10:29:00-05:00,1,2526.62,2525.05,2525.05,2531.329999999999,-2.069999999999709,-5.379999999999418,SL,-54.900000000000446
2012-02-06 09:30:00-05:00,2012-02-06 15:00:00-05:00,-1,2517.35,2524.4,2529.42,2481.1399999999994,-7.550000000000182,-16.340000000000362,EOD,-71.2400000000008
2012-02-07 09:40:00-05:00,2012-02-07 09:52:00-05:00,1,2521.31,2519.16,2519.16,2527.76,-2.650000000000091,-6.540000000000182,SL,-77.78000000000098
2012-02-08 10:26:00-05:00,2012-02-08 10:34:00-05:00,1,2541.93,2540.52,2540.52,2546.1599999999994,-1.9099999999998545,-5.059999999999709,SL,-82.84000000000069
2012-02-09 10:49:00-05:00,2012-02-09 10:51:00-05:00,-1,2548.36,2550.49,2550.49,2541.970000000001,-2.6299999999996544,-6.499999999999309,SL,-89.33999999999999
2012-02-10 09:34:00-05:00,2012-02-10 10:04:00-05:00,1,2544.44,2540.6,2540.6,2555.9600000000005,-4.3400000000001455,-9.920000000000291,SL,-99.26000000000028
2012-02-13 09:32:00-05:00,2012-02-13 10:02:00-05:00,-1,2565.35,2568.03,2568.03,2557.309999999999,-3.180000000000291,-7.600000000000582,SL,-106.86000000000085
2012-02-14 09:30:00-05:00,2012-02-14 15:00:00-05:00,-1,2560.4,2557.94,2569.74,2532.380000000001,1.9600000000000364,2.6800000000000725,EOD,-104.18000000000077
2012-02-15 10:20:00-05:00,2012-02-15 10:43:00-05:00,1,2586.76,2592.790000000001,2584.75,2592.790000000001,5.530000000000655,9.82000000000131,TP,-94.35999999999946
2012-02-15 11:56:00-05:00,2012-02-15 12:10:00-05:00,1,2599.96,2597.93,2597.93,2606.0500000000006,-2.5300000000002,-6.3000000000004,SL,-100.65999999999985
2012-02-16 09:56:00-05:00,2012-02-16 11:56:00-05:00,1,2555.66,2568.619999999999,2551.34,2568.619999999999,12.459999999999127,23.679999999998255,TP,-76.9800000000016
2012-02-16 12:26:00-05:00,2012-02-16 13:08:00-05:00,1,2578.21,2583.4,2576.48,2583.4,4.690000000000055,8.140000000000109,TP,-68.84000000000148
2012-02-16 13:16:00-05:00,2012-02-16 13:35:00-05:00,-1,2585.8,2588.94,2588.94,2576.3800000000006,-3.6399999999998727,-8.519999999999746,SL,-77.36000000000122
2012-02-17 10:02:00-05:00,2012-02-17 10:03:00-05:00,1,2588.52,2585.74,2585.74,2596.8600000000006,-3.2800000000002,-7.8000000000004,SL,-85.16000000000162
2012-02-21 09:33:00-05:00,2012-02-21 09:52:00-05:00,1,2589.24,2583.98,2583.98,2605.019999999999,-5.7599999999997635,-12.759999999999527,SL,-97.92000000000114
2012-02-22 09:31:00-05:00,2012-02-22 10:11:00-05:00,-1,2584.58,2590.49,2590.49,2566.8500000000004,-6.4099999999998545,-14.05999999999971,SL,-111.98000000000084
2012-02-23 09:46:00-05:00,2012-02-23 10:18:00-05:00,1,2573.4,2584.14,2569.82,2584.14,10.239999999999782,19.239999999999565,TP,-92.74000000000127
2012-02-23 10:35:00-05:00,2012-02-23 10:36:00-05:00,1,2585.5,2584.15,2584.15,2589.5499999999997,-1.849999999999909,-4.939999999999818,SL,-97.68000000000109
2012-02-24 09:31:00-05:00,2012-02-24 15:00:00-05:00,1,2603.22,2602.35,2593.89,2631.2099999999996,-1.3699999999998909,-3.979999999999782,EOD,-101.66000000000086
2012-02-27 09:49:00-05:00,2012-02-27 09:52:00-05:00,-1,2581.2,2583.36,2583.36,2574.719999999999,-2.6600000000003092,-6.560000000000619,SL,-108.22000000000148
2012-02-28 10:10:00-05:00,2012-02-28 10:11:00-05:00,1,2618.78,2617.24,2617.24,2623.4000000000015,-2.0400000000004184,-5.320000000000837,SL,-113.54000000000231
2012-02-29 09:30:00-05:00,2012-02-29 10:46:00-05:00,1,2639.06,2633.21,2633.21,2656.6099999999997,-6.349999999999909,-13.939999999999818,SL,-127.48000000000212
2012-03-01 09:56:00-05:00,2012-03-01 10:51:00-05:00,-1,2636.76,2627.3100000000013,2639.91,2627.3100000000013,8.949999999998909,16.65999999999782,TP,-110.8200000000043
2012-03-01 11:46:00-05:00,2012-03-01 12:18:00-05:00,-1,2637.02,2638.95,2638.95,2631.2300000000005,-2.4299999999998363,-6.099999999999673,SL,-116.92000000000397
