final_bankroll
490982.31943659135
512901.98963181686
475268.4616328534
572538.5322237194
555159.6781954713
459137.34868469945
487177.4378024704
433711.1098309296
623357.3895609323
493064.3100989727
524586.458190974
553415.7278167066
406542.2537515819
587581.8665057627
487880.3506356356
397165.0506666598
519237.06118966744
473336.60641084757
517839.11239324766
495655.69829747616
445609.82987696317
516223.50145991705
559710.962084128
474327.4296149606
420208.9193875186
524140.1242174296
432361.2567856197
517643.4518639629
29.009481528351543
474769.48223245284
465931.0068734689
551672.6046480162
473956.08620698465
474196.3880906218
440711.79610894964
538720.225287794
423903.18236917345
543509.1423994394
408610.4737104822
543167.7955841497
451428.37477602065
29.409526215508617
491439.54908640997
430251.7044095049
464291.46754750283
557219.6398701497
570678.7904693602
499750.94447468367
518307.5649819533
362610.78203272837
386000.0865067639
431122.39068378345
441984.11976380664
512693.5871397333
485316.45303059096
465204.8192650047
566171.2949379105
396534.18050842936
470465.3090209621
426402.30391869886
515576.3711330117
465114.17818068917
433550.0189331153
456229.596054639
432245.63434315607
456355.2811285887
445142.91454838705
481460.73026531533
505132.7895050214
509256.37822998024
473625.2096423717
28.149988084270873
553249.6812943461
463396.28074560215
408907.2078519716
609565.1759499845
476940.10353383585
419829.67550972814
486774.8979630635
463077.8967206391
446548.4311421921
28.654844048746753
463932.6751084786
547482.0447473606
514919.0028704341
29.04447055154311
490797.2292690029
549529.8295447999
455199.7364695111
457195.73041741893
384910.7768108018
616929.9597885591
647605.4722563702
489154.046945802
494473.56554619834
515624.74945044395
522891.90884234867
556555.5422998838
539430.092186703
449483.18003927555
463689.8291581839
418350.1017574585
495674.3165499844
429744.8351657024
451916.9117281566
549658.8815477878
469438.4817443062
407175.3794086622
463810.333758115
521375.3706451523
468757.27859822154
29.89209709806051
594433.8353263717
446322.19319966977
29.878520616136736
520430.43802181724
504700.5627884982
508572.9688192761
549080.9683138835
419124.0808000803
458189.0980061864
538890.318443079
519008.4699601641
467437.474648137
489252.5075084398
428667.1642996821
568493.7976114689
659623.3735060428
29.77333207939513
423869.26358483225
466227.2164244268
497710.53239104775
426590.83002815844
27.23635611904721
456736.12129962485
470753.7856247403
469069.396187437
546067.3979231732
434787.01010903256
444649.31728908385
391304.57577394583
536886.48432688
409926.0381250381
529830.977009766
470926.6263429633
560264.9468852095
28.384697252893048
468091.2311079718
379556.6212264105
412046.45903751097
423176.8027627483
472983.76923422964
562113.5640323771
443236.01906825736
573630.8490673612
437989.8257258194
494993.7500437188
428614.5941124818
402757.336006117
502579.2041223108
581090.7093204828
510890.35703967966
457817.15119939134
418739.8691790814
498232.62514546316
474568.2882118286
481701.33056537894
421759.1801291485
526011.6499226906
482381.45748285943
396033.9371296934
504434.83112394495
449376.8954594153
564431.9405712964
492790.98861123953
432608.12017703324
29.58425165500846
482560.32997530163
441682.9028640113
445270.3221099493
388139.4688010805
467558.93880286947
547117.841575335
502940.3655785615
426364.24307037494
469473.13010852865
587734.3467979549
503631.65873345436
480499.3503744804
465344.1990047527
459060.27345164487
494622.5861992956
576021.4144868612
503429.36207423086
434690.9212676595
588870.7425101277
474397.60925166926
28.3472097828239
577734.613543544
421917.84894384275
607062.1382943413
557176.497973275
510629.24757123285
391566.5819957438
483900.11904139904
410753.4611729602
534759.9144205829
547839.7300112767
602382.660426675
400760.5290990579
452594.71412398975
601955.9303682701
483569.7594790431
469126.87448454346
593378.9840205583
459618.1156070587
515866.1186294023
448013.24409965734
533399.6728732621
542610.4601555035
335544.30950337835
28.794912966066455
487704.2667030927
580408.3259058364
425581.34634716203
