slug,asset,window_start,window_seconds,volume_usd,strike,sigma_per_sec,ticks,signal,signal_minute,signal_edge_up,p_poly_at_signal,p_fair_at_signal,fill_price,outcome,correct,pnl_naive,pnl_realistic,note
bitcoin-up-or-down-may-15-2026-5pm-et,bitcoin,2026-05-15 21:00:00+00:00,3600,57965.52942500002,79123.13,5e-05,60,DOWN,5.0,-0.1097240867378912,0.575,0.4652759132621087,0.44,DOWN,True,0.575,0.5461999999999999,
bitcoin-up-or-down-may-15-2026-7pm-et,bitcoin,2026-05-15 23:00:00+00:00,3600,37199.81139200003,79107.38,5e-05,60,DOWN,5.0,-0.1390855365040364,0.625,0.4859144634959635,0.39,UP,False,-0.375,-0.4028,
bitcoin-up-or-down-may-15-2026-9pm-et,bitcoin,2026-05-16 01:00:00+00:00,3600,60515.227473000006,79111.92,5e-05,60,DOWN,1.0,-0.0825928592470179,0.585,0.502407140752982,0.43,UP,False,-0.415,-0.4436,
bitcoin-up-or-down-may-15-2026-10pm-et,bitcoin,2026-05-16 02:00:00+00:00,3600,32412.66917000001,79168.0,5e-05,60,DOWN,2.0,-0.0639060317172688,0.525,0.4610939682827312,0.49,DOWN,True,0.525,0.4952,
bitcoin-up-or-down-may-16-2026-12am-et,bitcoin,2026-05-16 04:00:00+00:00,3600,31895.676590000017,79083.19,5e-05,60,DOWN,2.0,-0.0528088629452302,0.545,0.4921911370547697,0.47,DOWN,True,0.545,0.5156000000000001,
bitcoin-up-or-down-may-16-2026-2am-et,bitcoin,2026-05-16 06:00:00+00:00,3600,35103.49543,79027.36,5e-05,60,DOWN,3.0,-0.0636457602363449,0.575,0.511354239763655,0.44,DOWN,True,0.575,0.5461999999999999,
bitcoin-up-or-down-may-16-2026-3am-et,bitcoin,2026-05-16 07:00:00+00:00,3600,74343.72626699999,78648.0,5e-05,60,DOWN,1.0,-0.1254512814953334,0.575,0.4495487185046665,0.44,DOWN,True,0.575,0.5461999999999999,
bitcoin-up-or-down-may-16-2026-4am-et,bitcoin,2026-05-16 08:00:00+00:00,3600,129846.076233,78369.78,7.066958922494122e-05,60,UP,1.0,0.0554112461425188,0.525,0.5804112461425188,0.54,UP,True,0.475,0.4442,
bitcoin-up-or-down-may-16-2026-5am-et,bitcoin,2026-05-16 09:00:00+00:00,3600,54808.430538000015,78426.55,5e-05,60,UP,5.0,0.1236655163594127,0.385,0.5086655163594127,0.4,DOWN,False,-0.385,-0.413,
bitcoin-up-or-down-may-16-2026-6am-et,bitcoin,2026-05-16 10:00:00+00:00,3600,58711.17477500004,78083.47,6.470891304820976e-05,60,DOWN,2.0,-0.168576559321698,0.525,0.356423440678302,0.49,DOWN,True,0.525,0.4952,
bitcoin-up-or-down-may-16-2026-7am-et,bitcoin,2026-05-16 11:00:00+00:00,3600,44872.28279500002,77959.99,7.07047546910602e-05,60,DOWN,2.0,-0.0840098521990965,0.685,0.6009901478009035,0.3299999999999999,UP,False,-0.3149999999999999,-0.3415999999999999,
bitcoin-up-or-down-may-16-2026-8am-et,bitcoin,2026-05-16 12:00:00+00:00,3600,39568.24649999997,78080.46,5e-05,60,DOWN,2.0,-0.0641148342418979,0.495,0.430885165758102,0.52,DOWN,True,0.495,0.4645999999999999,
bitcoin-up-or-down-may-16-2026-9am-et,bitcoin,2026-05-16 13:00:00+00:00,3600,33269.865458,78007.24,5e-05,60,DOWN,3.0,-0.0725251307450093,0.465,0.3924748692549906,0.5499999999999999,UP,False,-0.5349999999999999,-0.566,
bitcoin-up-or-down-may-16-2026-10am-et,bitcoin,2026-05-16 14:00:00+00:00,3600,50745.14582,78014.6,5e-05,60,DOWN,1.0,-0.0540150862063855,0.545,0.4909849137936145,0.47,UP,False,-0.4549999999999999,-0.4844,
bitcoin-up-or-down-may-16-2026-11am-et,bitcoin,2026-05-16 15:00:00+00:00,3600,43420.13932800001,78130.55,5e-05,60,UP,1.0,0.0920285574962934,0.45,0.5420285574962934,0.465,UP,True,0.55,0.5206999999999999,
bitcoin-up-or-down-may-16-2026-12pm-et,bitcoin,2026-05-16 16:00:00+00:00,3600,51666.61333400001,78238.68,5e-05,60,UP,1.0,0.0576273378216525,0.4,0.4576273378216525,0.415,DOWN,False,-0.4,-0.4283,
bitcoin-up-or-down-may-16-2026-1pm-et,bitcoin,2026-05-16 17:00:00+00:00,3600,47051.82251999999,78205.96,5e-05,60,DOWN,16.0,-0.057771714621558,0.685,0.627228285378442,0.3299999999999999,DOWN,True,0.685,0.6584,
